E585 Лактат железа (Ferrous lactate),Халяль
E586 4-Г ексилрезорцин (4-Hexylresorcinol),Халяль
"E620 Глутаминовая кислота, L(+)- (Glutamic acid, L(+)-)",Машбух
E621 Глутамат натрия 1-замещенный (Monosodium glutamate),Машбух
E622 Глутамат калия 1-замещенный (Monopotassium glutamate),Машбух
E623 Глутамат кальция (Calcium diglutamate),Машбух
E624 Глутамат аммония 1-замещенный (Monoammonium glutamate),Машбух
E625 Глутамат магния (Magnesium diglutamate),Машбух
E626 Гуаниловая кислота (Guanylic acid),Машбух
E627 5'-Гуанилат натрия 2-замещенный (Disodium guanylate),Машбух
E628 5'-Гуанилат калия 2-замещенный (Dipotassium guanylate),Машбух
E629 5'-Гуанилат кальция (Calcium guanylate),Машбух
E630 Инозиновая кислота (Inosinic acid),Машбух
"E631 5'-Инозинат натрия 2-замещенный (Disodium 5'""- inosinate)",Машбух
"E632 5'-Инозинат калия 2-замещенный (Dipotassium  5'""- inosinate)",Машбух
"E633 5'-Инозинат кальция (Calcium 5'""- inosinate",Машбух
E634 5'-Рибонуклеотиды кальция (Calcium 5'-ribonucleotides),Машбух
E635 5'-Рибонуклеотиды натрия 2-замещенные (Disodium 5'-ribonucleotides),Машбух
E636 Мальтол (Maltol),Халяль
E637 Этилмальтол (Ethyl maltol ),Халяль
E638 Не указано,Машбух
E639 Не указано,Машбух
E640 Глицин и его натриевая соль (Glycine and its sodium salt),Машбух
E641 Не указано,Халяль
E642 Не указано,Синтетическое-халяль; Микробилогическое-машбух
E650 Ацетат цинка (Zinc acetate),Халяль
E900 Не указано,Халяль
E900a Полидиметилсилоксан (Polydimethylsiloxane),Халяль
E900b Не указано,Халяль
"E901 Воск пчелиный, белый и желтый (Beeswax, white and yellow)",Халяль
E902 Воск канделлильский (Candelilla wax),Халяль
E903 Воск карнаубский (Carnauba wax),Халяль
E904 Шеллак (Shellac),Машбух
E905a Не указано,Халяль
E905b Не указано,Халяль
E905c Не указано,Халяль
E905c(i) Микрокристаллический воск (Microcrystalline wax),Халяль
E905c(ii) Не указано,Халяль
E905d Минеральное масло (высокой вязкости) - Mineral oil (high viscosity),Халяль
"E905e Минеральное масло (средней и низкой вязкости, класс I) - Mineral oil (medium and low viscosity, class I)",Халяль
E905f Не указано,Халяль
E905g Не указано,Халяль
E906 Не указано,Халяль
E907 Поли-1-децен гидрогенезированный (Hydrogenated poly-1-decene),Машбух
E908 Не указано,Машбух
E909 Не указано,Натуральное-халяль; Синтетическое-машбух
E910 Не указано,Машбух
E911 Не указано,Машбух
E912 Эфиры монтановой (октакозановой) кислоты (Montan acid esters),Натуральное-халяль; Синтетическое-машбух
E913 Не указано,Халяль
E914 Полиэтиленовый воск окисленный (Oxidised polyethylene wax),Халяль
E915 Не указано,Машбух
E916 Не указано,Халяль
E917 Не указано,Халяль
E918 Не указано,Халяль
E919 Не указано,Халяль
"E920 Цистеин, L-, и его гидрохлориды- натриевая и калиевая соли (L-cysteine, and its hydrochlorides-sodium and potassium salts)",Машбух
E921 Не указано,Натуральное-харам; Синтетическое-халяль
E922 Не указано,Халяль
E923 Не указано,Халяль
E924 Не указано,Халяль
E924b Не указано,Халяль
E925 Не указано,Халяль
Е926 Не указано,Халяль
E927a Не указано,Халяль
E927b Карбамид (мочевина) - Carbamide (urea),Халяль
E928 Перекись бензоила (Benzoyl peroxide),Халяль
E929 Не указано,Халяль
E930 Перекись кальция (Calcium peroxide),Халяль
E938 Аргон (Argon),Халяль
E939 Гелий (Gellium),Халяль
E940 Не указано,Халяль
E941 Азот (Nitrogen),Халяль
E942 Закись азота (Nitrous oxide),Халяль
E943a Бутан (Butane),Халяль
E943b Изобутан (Isobutane),Халяль
E944 Пропан (Propane),Халяль
E945 Не указано,Халяль
E946 Не указано,Халяль
E948 Кислород (Oxygen),Халяль
E949 Водород (Hydrogen),Халяль
E950 Ацесульфам калия (Acesulfame potassium),Халяль
E951 Аспартам Aspartame),Машбух
E952 Цикламовая кислота и ее натриевая и кальциевая соли (Cyclamic acid and its Na and Ca salts),Халяль
E952(i) Не указано,Халяль
E952(ii) Не указано,Халяль
E952(iv) Не указано,Халяль
"E953 Изомальт, изомальтит (Isomalt, Isomaltitol)",Халяль
"E954 Сахарин (натриевая, калиевая, кальциевая соли) (Saccharin and Na, К, Са salts)",Халяль
E954(i) Не указано,Халяль
E954(ii) Не указано,Халяль
E954(iii) Не указано,Халяль
E954(iv) Не указано,Халяль
E955 Сукралоза (трихлоргалактосахароза) (Sucralose (Trichlorogalactosucrose),Халяль
E956 Не указано,Халяль
E957 Тауматин (Thaumatin),Халяль
E958 Не указано,Машбух
E959 Неогесперидин дигидрохалкон (Neohesperidin Dihydrochalcone),Машбух
E960 Стевиолгликозиды (Steviol Glycosides),Машбух
E960a Не указано,Машбух
E960b Не указано,Машбух
E960b(i) Не указано,Машбух
E961 Неотам (Neotame),Халяль
E962 Аспартам-ацесульфама соль ( Salt of aspartame-acesulfame),Халяль
E963 Не указано,Машбух
E964 Не указано,Халяль
E965 Мальтит и мальтитный сироп (Maltitols and Maltitols syrup),Халяль
E965(i) Не указано,Халяль
E965(ii) Не указано,Халяль
E966 Лактит (Lactitol),Машбух
E967 Ксилит (Xylitol),Халяль
E968 Эритрит (Erythritol),Машбух
E969 Не указано,Халяль
E999 Квиллайи экстракт (Quillaia extract),Машбух
E999(i) Не указано,Машбух
E999(ii) Не указано,Машбух
E1000 Холевая кислота,Харам
"E1001 Холин, соли и эфиры",Синтетическое-харам; Искусственное-макрух
E1001(i) Не указано,Харам
E1001(ii) Не указано,Харам
E1001(iii) Не указано,Харам
E1001(iv) Не указано,Харам
E1001(v) Не указано,Харам
E1001(vi) Не указано,Харам
E1100 Амилазы,Натуральное-харам; Микробилогическое-машбух
E1100(i) Не указано,Машбух
E1100(ii) Не указано,Машбух
E1100(iii) Не указано,Машбух
E1100(iv) Не указано,Машбух
E1100(v) Не указано,Машбух
E1100(vi) Не указано,Машбух
E1101 Не указано,Машбух
E1101(i) Не указано,Машбух
E1101(ii) Не указано,Халяль
E1101(iii) Не указано,Халяль
E1101(iv) Не указано,Халяль
E1101(v) Не указано,Машбух
E1101(vi) Не указано,Машбух
E1102 Не указано,Машбух
E1103 Не указано,Машбух
E1104 Липазы,Натуральное-харам; Микробиологическое-машбух
E1105 Не указано,Халяль
E1200 Полидекстрозы (Polydextrose),Халяль
E1201 Поливинилпирролидон (Polyvinylpyrrolidone),Халяль
E1202 Поливинилполипирролидон (Polyvinylpolypyrrolidone),Халяль
E1203 Поливиниловый спирт (Polyvinyl alcohol),Халяль
E1204 Пуллулан (Pullulan),Машбух
E1205 Не указано,Халяль
E1206 Не указано,Халяль
E1207 Не указано,Халяль
E1208 Не указано,Халяль
E1209 Не указано,Халяль
E1210 Не указано,Халяль
"E1400 Декстрины, крахмал, обработанный термически, белый и желтый (Dextrin, roasted starch white and yellow)",Халяль
"E1401 Крахмал, обработанный кислотой (Acid treasted starch)",Халяль
"E1402 Крахмал, обработанный щелочью (Alkaline treasted starch)",Халяль
E1403 Крахмал отбеленный (Bleached starch),Халяль
E1404 Крахмал окисленный (Oxidized starch),Халяль
"E1405 Крахмал, обработанный ферментами (STARCHES ENZIME- TREATED)",Халяль
E1410 Монокрахмалфосфат (Monostarch phosphate),Машбух
E1411 Не указано,Халяль
E1412 Дикрахмалфосфат (Distarch phosphate),Машбух
"E1413 Фосфатированный дикрахмалфосфат (
Phosphated distarch phosphate
)",Машбух
E1414 Дикрахмалфосфат ацетилированный (Acetylated distarch phosphate),Машбух
E1420 Крахмал ацетилированный (Acetylated starch),Халяль
E1421 Не указано,Халяль
E1422 Дикрахмаладипат ацетилированный (Acetylated distarch adipate),Машбух
E1440 Крахмал оксипропилированный (Hydroxy propyl starch),Машбух
E1442 Дикрахмалфосфат оксипропилированный (Hydroxy propyl distarch phosphate),Машбух
E1450 Эфир крахмала и натриевой соли октенилянтарной кислоты (Starch sodium octenyl succinate),Халяль
E1451 Крахмал ацетилированный окисленный (Acetylated oxidised starch),Халяль
E1452 Крахмала и алюминиевой соли октенилянтарной кислоты эфир (Starch Aluminium Octenyl Succinate),Халяль
E1503 Касторовое масло (Castor oil ),Машбух
E1504(i) Не указано,Машбух
E1504(ii) Не указано,Машбух
E1505 Триэтилцитрат (Triethyl citrate) | этиль,Харам
E1510 этанол / этиловый спирт / спирт,Харам
E1516 Не указано,Машбух
E1517 Диацетин (глицерилдиацетат) - Glyceryl diacetate (diacetin),Машбух
E1518 Триацетин (Triacetin),Машбух
E1519 Бензиновый спирт (Benzyl alcohol),Халяль
E1520 Пропиленгликоль (Polyethylene glycol),Халяль
E1521 Полиэтиленгликоль (Polyethylene glycol),Халяль
Не указано,Харам
E1522 Не указано,Халяль
E1525 Не указано,Халяль
"Кровь пищевая, сухой концентрат плазмы (сыворотки) крови",харам
Морские водоросли и травы,халяль
"Бактерии, дрожжи и др. микроорганизмы",халяль
Минералы,халяль
Вода,халяль
Рыба и продукты их переработки,халяль
Генетически модифицированные продукты,машбух
Биологически активные добавки,машбух
Мед и его сопутствующие изделия,халяль
Напитки безалкогольные,халяль
"Фрукты, овощи и продукты их переработки",халяль
Животные масла и жиры,машбух
Растительные масла и жиры,машбух
Злаки и зерновые продукты,машбух
Яйца и продкты их переработки,машбух
Молоко и молочные продукты,машбух
Мясо и мясные продукты,машбух
корова,халяль
овца,халяль
коза,халяль
буйвол,халяль
верблюд,халяль
домашняя лошадь,халяль
свинья,харам
кролик,халяль
гаял,халяль
бантенг,халяль
як,халяль
пони,халяль
осёл,харам
мул,харам
лама,халяль
альпака,халяль
собака,харам
кошка,харам
слон,харам
кенгуру,халяль
курица,халяль
гусь,халяль
утка,халяль
индейка,халяль
страус,халяль
цесарка,халяль
фазан,халяль
страус,халяль
перепелка,халяль
голубь,халяль
попугай,халяль/харам
лебедь,халяль
эму,халяль
нанду,халяль
анчоусы,халяль
белуга,халяль
барабулька,халяль
баррамунди,халяль
белая акула,халяль
белуга,халяль
голец,халяль
горбуша,халяль
гребешки,халяль
дорадо,халяль
икра,халяль
кальмары,халяль
лангуст,халяль
макрель,халяль
мидии,халяль
миноги,халяль
минтай,халяль
мойва,халяль
моллюски,халяль
окунь,халяль
осётрина,халяль
осьминог,халяль
палтус,халяль
раки,халяль
ракушечки-венерки (вонголе),халяль
сазан,халяль
скат,халяль
сайда,халяль
сардины,халяль
севрюга,халяль
сельдь,халяль
семга,халяль
треска,халяль
тунец,халяль
угорь,халяль
форель,халяль
щука,халяль
лягушка,харам/халяль
жаба,харам
змея,харам
квакша,харам
рыбозмея,харам
саламандра,харам
черепаха,харам
крокодил,харам
ящерица,харам
аллигатор,харам
углозуб,харам
летяга,халяль/харам
белка,халяль/харам
бурундук,харам
суслик,харам
сурок,харам
соня,харам
бобер,харам
мышь,харам
тушканчик,харам
слепышь,харам
хомяк,харам
слепушонка,харам
полевка,харам
крыса,харам
пищух,харам
ёж,харам
крот,харам
выхухол,харам
белозубка,харам
бурозубка,харам
подкавнос,харам
вечерница,харам
ентот,харам
волк,харам
лиса,харам
песец,харам
медведь,харам
куница,харам
соболь,харам/халяль
горностай,харам
рысь,харам
лев,харам
ягуар,харам
леопард,харам
гепрард,харам
ирбис,харам
оцелот,харам
антилопа,халяль
газель,халяль
горал,халяль
дикдик,халяль
жираф,халяль/харам
зубр,халяль
кабан,харам
кабарга,халяль
лось,халяль
окапи,халяль
олень,халяль
пуку,халяль
сайгак,халяль
серна,халяль
анубис,харам
бабуин,харам
гиббон,харам
гелада,харам
мартышка,харам
лемур,харам
магот,харам
орангутан,харам
павиан,харам
тити,харам
шимпанзе,харам
динго,харам
аист,халяль
балобан,харам
беркут,харам
вальдшнеп,халяль
воробей,халяль
ворон,харам
вьюрок,халяль
галка,халяль
гарпия,харам
глухарь,халяль
грач,харам
гриф,харам
дербник,харам
дрозд,халяль
жаворонок,халяль
журавль,халяль
иволга,халяль
канюк,харам
клест,халяль
колибри,халяль
кондор,харам
коршун,харам
крачка,халяль
кречет,харам
кукушка,халяль
куропатка,халяль
ласточка,харам/халяль
орел,харам
поморник,халяль
птица секретарь,харам
райская птица,халяль
рябчик,халяль
сапсан,харам
сарыч,харам
синица,халяль
сипуха,харам
скворец,халяль
скопа,харам
сова,харам
сокол,харам
соловей,халяль
стриж,халяль
тетерев,халяль
чайка,халяль/мубах
чиж,халяль
чеглок,харам
щегол,халяль
ястреб,харам
свинина,харам
мясо свинины,харам
- Халяль (разрешенное),
- Машбух (сомнительное),
- Макрух (нежелательное),
- Харам (запрещенное),
алкоголь,харам
кармин,харам
E120,харам
сало,харам
